hospital_clean,medical_condition,total_admissions,average_billing
alvarez plc,Diabetes,2,29988.34406819257
alvarez sons and,Arthritis,1,36378.26070366677
"alvarez wilson and fry,",Diabetes,2,17159.42088494816
"alvarez, and lewis jennings",Cancer,1,9298.587076852178
"alvarez, rogers and kennedy",Cancer,1,37845.37762398985
"alvarez, ross and hurst",Hypertension,1,34858.39750685426
"alvarez, vasquez and price",Asthma,1,17200.392975709336
alvarez-blair,Obesity,1,6972.570587231334
alvarez-chavez,Diabetes,1,8498.360705927764
alvarez-craig,Arthritis,1,51293.41204197734
alvarez-cruz,Hypertension,1,42956.12895295784
alvarez-flynn,Arthritis,1,39123.35025009914
alvarez-griffith,Arthritis,1,8805.037843571035
alvarez-guerrero,Arthritis,2,33222.09465695151
alvarez-harris,Arthritis,1,35318.699198872775
alvarez-hays,Cancer,1,8066.738045305165
alvarez-henry,Hypertension,1,7612.779800281521
alvarez-martin,Cancer,1,19055.089949305788
alvarez-mathews,Asthma,1,13146.06985194878
alvarez-miranda,Cancer,1,18948.663471489697
alvarez-nunez,Cancer,1,32208.955893942963
alvarez-olson,Arthritis,1,13022.69117815164
alvarez-payne,Cancer,1,38992.26852123343
alvarez-perry,Arthritis,1,30035.024269581954
alvarez-quinn,Cancer,1,9205.7661133803
alvarez-robinson,Obesity,1,33055.744306536166
alvarez-rogers,Hypertension,1,46403.06755918287
alvarez-shelton,Hypertension,1,47945.54453798081
alvarez-smith,Cancer,1,12684.25496978133
alvarez-smith,Diabetes,3,25458.261955084814
alvarez-smith,Hypertension,1,36462.062066543054
alvarez-valentine,Hypertension,1,27106.00353283856
alvarez-vargas,Diabetes,2,48914.64369837643
alvarez-young,Hypertension,1,8213.78330951539
alvarez-zamora,Diabetes,1,17938.892308272225
"and abbott campbell palmer,",Diabetes,1,171.90460383023094
"and abbott gross, anderson",Hypertension,1,9892.24613967602
"and acevedo, james ho",Cancer,1,25428.29988955037
"and acosta, george silva",Diabetes,1,27583.87272997325
"and adams bautista, roberts",Diabetes,2,38683.84530954843
"and adams brown, fuller",Diabetes,1,11235.251482319522
"and adams brown, love",Hypertension,1,45136.982617103626
"and adams chavez camacho,",Asthma,1,5031.078227720668
"and adams cole, payne",Obesity,1,48016.3378661687
"and adams figueroa, edwards",Obesity,1,10233.222782772771
"and adams hunt bennett,",Hypertension,1,41157.17990606897
"and adams martin, sosa",Cancer,1,28569.288255804822
"and adams martin, thomas",Hypertension,1,22654.83954097426
"and adams morgan livingston,",Cancer,1,16560.504364200806
"and adams orr jones,",Obesity,1,41703.87104563995
"and adams reilly, taylor",Obesity,1,22133.58445833431
"and adams rodriguez hill,",Hypertension,2,29141.76261477588
"and adams russo, sexton",Obesity,1,17631.811450779598
and adams sons,Asthma,1,33170.876951730126
and adams sons,Cancer,1,33579.41150601695
and adams sons,Diabetes,1,6061.4615940864405
"and adams walls knight,",Hypertension,1,11717.074177359123
"and adams, black villegas",Diabetes,1,16631.91386821393
"and adams, booker buckley",Arthritis,1,27604.74469271712
"and adams, evans hill",Asthma,1,8702.18308179927
"and adams, graham higgins",Asthma,1,3703.366578485248
"and adams, harris kennedy",Asthma,1,27498.03124005021
"and adams, johns duncan",Diabetes,1,25806.343309505795
"and adams, johnston brock",Diabetes,1,29313.97506122706
"and adams, martin franklin",Arthritis,1,4760.286979508973
"and adams, patton carter",Hypertension,1,43656.57325603983
"and adams, perry fitzpatrick",Asthma,2,26879.59360511784
"and adams, smith gonzalez",Cancer,1,26036.300950258414
"and adkins bolton manning,",Arthritis,1,48639.09690467379
"and adkins porter, benton",Cancer,1,42764.83776655678
"and adkins woods, lowery",Cancer,1,23441.079033378657
"and aguilar carney, cohen",Obesity,1,40685.18445944964
and aguilar sons,Arthritis,2,23550.15857612006
and aguilar sons,Obesity,1,45586.50461161337
"and aguirre smith williams,",Diabetes,1,46024.79806662736
and aguirre sons,Obesity,1,17949.79927040556
"and alexander crawford graham,",Cancer,1,27507.042983304127
"and alexander espinoza stone,",Obesity,1,5953.109451480854
"and alexander ferguson munoz,",Cancer,1,9080.712882872602
"and alexander hall powers,",Obesity,1,19761.965367104287
"and alexander hanson johnson,",Arthritis,1,33220.63379958397
"and alexander hunter, thompson",Cancer,1,22709.86256691261
"and alexander knight smith,",Obesity,1,40495.076007836666
"and alexander mullins, hampton",Hypertension,1,45106.49065148134
"and alexander wilkins, baker",Arthritis,1,46235.726103825145
"and ali snyder hughes,",Arthritis,1,28847.107951613794
"and allen anderson, rivera",Cancer,1,23698.708553919256
"and allen bryant carlson,",Arthritis,2,27857.482265759536
"and allen conley rhodes,",Obesity,1,10749.765037617706
"and allen james wolf,",Obesity,1,47946.31181799447
"and allen jennings, branch",Arthritis,1,46670.457100923966
"and allen mitchell, soto",Cancer,1,41129.80275809239
"and allen reeves, gross",Arthritis,1,35543.366537948685
and allen sons,Asthma,1,31427.47403758228
"and allen torres, rice",Cancer,1,36106.94995536277
"and allen wright ward,",Asthma,1,40904.84002438865
"and allen, baker castro",Cancer,1,15575.498950692574
"and allen, davis phillips",Asthma,1,27561.296622646885
"and allen, gonzales johnston",Cancer,1,38629.21752077459
"and allen, jenkins robinson",Arthritis,1,8073.088089571072
"and allen, porter edwards",Asthma,1,22427.081810157968
"and allen, roberts evans",Arthritis,1,2606.93745653338
"and allen, taylor bennett",Cancer,1,14843.248700992004
"and allen, zavala collins",Obesity,1,12926.661944796342
"and alvarado grant may,",Obesity,1,26040.245357500047
"and alvarado thomas acosta,",Hypertension,1,49598.626428310985
"and alvarado, nelson wright",Cancer,1,8635.207208481694
"and alvarez banks, munoz",Asthma,2,19924.127227252884
"and alvarez gilmore wheeler,",Asthma,1,4448.508991120342
"and alvarez jennings roberts,",Arthritis,1,2714.49133875644
"and alvarez johnson, nguyen",Arthritis,2,19757.19635981852
"and alvarez lee gay,",Obesity,1,20820.17094154916
and alvarez sons,Diabetes,1,40573.01351438466
and alvarez sons,Hypertension,2,5626.198596870605
and alvarez sons,Obesity,1,26366.58789488617
"and alvarez stevens cox,",Diabetes,1,31086.386571842108
"and alvarez torres osborn,",Cancer,1,28311.359751012944
"and alvarez tran, ortiz",Hypertension,1,6182.350596070851
"and alvarez, choi jackson",Arthritis,1,9230.71903845287
"and alvarez, cox powers",Arthritis,1,392.9135481332535
"and alvarez, perkins russell",Hypertension,1,38147.79978582598
"and andersen edwards, martinez",Cancer,1,27711.40299570706
"and andersen miller jones,",Hypertension,1,36698.948276670046
"and andersen strickland ingram,",Hypertension,1,37358.10606970617
"and andersen, molina garcia",Cancer,1,44260.00473409064
"and anderson boyd bennett,",Obesity,1,1089.3359880390542
"and anderson boyd, hardy",Asthma,1,38145.31535006545
"and anderson donaldson aguilar,",Hypertension,1,45877.55372862624
"and anderson flowers, tucker",Cancer,1,6596.18909591216
"and anderson gentry, esparza",Diabetes,1,32219.63566623759
"and anderson gonzalez, waters",Arthritis,1,32799.35697123231
"and anderson hartman flores,",Arthritis,1,36170.78587953327
"and anderson irwin whitney,",Cancer,1,10954.57298022216
"and anderson kennedy, owens",Obesity,1,44961.45867944714
"and anderson lindsey burgess,",Arthritis,1,11913.922426749245
"and anderson lopez, mitchell",Hypertension,1,8771.654988435484
"and anderson mendez, ortiz",Arthritis,1,11702.695822534384
"and anderson middleton, king",Obesity,1,9854.754203011104
"and anderson nichols whitaker,",Hypertension,1,25334.935868555367
"and anderson smith sanchez,",Cancer,1,40598.42257087868
and anderson sons,Diabetes,1,45658.3719439558
and anderson sons,Obesity,2,17769.054094884006
"and anderson turner henderson,",Hypertension,1,48346.86399041261
"and anderson williams harrison,",Asthma,1,44514.944174045166
"and anderson, berry franklin",Diabetes,1,21899.49906306776
"and anderson, huff ford",Asthma,1,40646.349124289256
"and anderson, hull simon",Obesity,1,37355.76177746472
"and anderson, porter becker",Arthritis,1,39448.88650939782
"and anderson, richards benson",Hypertension,1,469.5252708722162
"and anderson, scott nelson",Hypertension,1,44409.93783986464
"and anderson, smith carr",Arthritis,1,26448.16930772792
"and anderson, smith woods",Obesity,1,13067.199683290011
"and anderson, stephens rowe",Arthritis,2,22226.53678377004
"and anderson, woods woods",Obesity,1,2421.9834462323724
"and andrews cole, garcia",Cancer,2,11335.307764835115
"and andrews miranda watson,",Asthma,1,4786.776258829806
"and andrews, armstrong padilla",Arthritis,1,19862.15759132768
"and andrews, flores brady",Obesity,1,32201.082340632867
"and anthony hays medina,",Hypertension,1,48991.86643703159
"and anthony nelson, griffith",Obesity,1,47764.51114972861
"and anthony, valdez tapia",Obesity,1,43526.016303054654
"and arellano anderson, bruce",Cancer,1,21280.76483282501
"and arellano parks meyer,",Asthma,2,12723.31358359609
"and arellano, caldwell mathis",Obesity,1,16696.43493891873
"and arellano, gill jackson",Asthma,1,36523.15915444601
"and arias, hogan may",Diabetes,1,23336.2624136747
"and armstrong ayers, horne",Cancer,2,39053.55833017775
"and armstrong johnson, foster",Cancer,1,3492.21204815844
and armstrong sons,Asthma,1,11979.622020609988
"and armstrong, blair zimmerman",Asthma,1,18466.860871965124
"and armstrong, taylor burns",Obesity,1,38755.950599012
"and arnold anderson, white",Asthma,1,42453.380336697664
"and arnold johnson mccullough,",Asthma,1,25704.988506968417
"and arnold johnson, edwards",Hypertension,1,42752.17768289156
"and arnold meadows, rivas",Obesity,1,4268.798322268476
"and arnold morales, gonzales",Asthma,1,42374.56334627442
and arnold sons,Asthma,2,32906.17448826396
"and arnold watkins fleming,",Hypertension,1,10835.094457374957
"and arnold, phillips fox",Hypertension,1,48688.15400629827
"and ashley decker, hays",Arthritis,1,6108.54540073206
"and ashley washington, neal",Asthma,1,22450.86016280304
"and atkins barnes, hall",Hypertension,1,24412.933469550702
"and atkins hayden hopkins,",Arthritis,1,22084.081777469502
"and atkins mcintosh, sanders",Cancer,1,3735.7140878104856
and atkins sons,Hypertension,1,45574.81442682826
"and atkins, kelly torres",Obesity,1,16360.528284346414
"and atkinson blevins, stevens",Obesity,1,36914.84171671168
"and atkinson hanson henry,",Obesity,1,18621.239596393465
"and atkinson perez, allen",Arthritis,1,17486.932391178158
"and atkinson wilson, torres",Obesity,1,9195.50139276181
and austin sons,Arthritis,1,25543.55847198936
and austin sons,Obesity,1,18175.4724691466
"and avery, jarvis hopkins",Arthritis,1,32064.423162862586
"and avila johnson wood,",Obesity,1,22961.862747738887
"and avila, moss caldwell",Arthritis,1,9713.905136876936
"and avila, oconnor brown",Arthritis,1,42387.74841096518
"and ayala miller, wilson",Hypertension,1,40240.30814814933
"and ayers king, smith",Asthma,2,34597.39225496555
"and ayers swanson, greer",Diabetes,1,11599.162511437667
"and ayers, vazquez rivers",Hypertension,1,46925.371440257695
"and bailey barnes vasquez,",Cancer,1,47613.31816532058
"and bailey dickerson dalton,",Hypertension,1,5814.74515571022
"and bailey douglas davis,",Cancer,1,44963.2120843852
"and bailey garcia spencer,",Diabetes,1,15686.429071121906
"and bailey jones robinson,",Diabetes,1,7938.5948866941235
"and bailey kennedy, morales",Hypertension,1,11762.644191577478
"and bailey martin, graham",Asthma,1,48412.53679977643
"and bailey martin, smith",Cancer,1,5916.655313899124
"and bailey meza, jones",Hypertension,1,39318.320070056776
"and bailey munoz, hernandez",Hypertension,1,43058.1920931882
"and bailey phillips, wright",Obesity,1,5923.896610269479
"and bailey ramos, webster",Cancer,1,42095.5475476909
"and bailey sawyer, weiss",Obesity,1,4508.969057358538
"and bailey shea, krause",Diabetes,1,24514.60263750796
"and bailey thompson, jacobs",Arthritis,1,33263.058675345965
"and bailey williams melton,",Hypertension,1,40367.9043080885
"and bailey, baker lewis",Cancer,1,20145.02786773208
"and bailey, martinez cook",Asthma,1,23301.042639789302
"and baird, simmons peters",Asthma,1,37629.03329951395
"and baker burns, mccarthy",Hypertension,1,13469.663321360476
"and baker davis, brooks",Arthritis,1,6856.3159113022375
"and baker donovan sherman,",Hypertension,1,10892.718012366471
"and baker jones, wilson",Hypertension,1,35949.123664083425
"and baker kennedy fuentes,",Hypertension,1,35319.94128137505
"and baker rodriguez, cameron",Hypertension,1,17339.842665351523
"and baker salazar, gonzalez",Cancer,1,33064.07866939687
and baker sons,Arthritis,1,49893.87200575503
and baker sons,Hypertension,1,28498.261278264108
"and baker, anderson powell",Arthritis,1,10730.443432798436
"and baker, combs hill",Diabetes,1,11383.20212829464
"and baker, elliott olson",Obesity,1,40735.97941574668
"and baker, golden rhodes",Hypertension,1,23052.21453926191
"and baker, thompson shelton",Asthma,1,19875.17062221354
"and baldwin lopez, stewart",Obesity,1,42425.92976097263
"and baldwin mcneil, simmons",Cancer,1,42672.08526169026
"and baldwin walker, campbell",Arthritis,1,49299.55414931467
"and baldwin, king stephens",Diabetes,1,10941.871272382745
"and baldwin, wheeler burns",Diabetes,2,15698.864861684386
"and ball aguilar, norton",Hypertension,1,27375.24762675887
"and ball osborn, horton",Hypertension,1,19923.323933752086
"and ball ray, hoffman",Diabetes,1,11377.342649715833
"and ball, robinson wade",Cancer,1,39342.88671111675
"and banks price, chambers",Obesity,2,36057.2595137404
"and barajas jimenez, daniel",Hypertension,1,13124.523514780398
"and barajas santos, jones",Hypertension,1,9161.743374455711
"and barber johnson coleman,",Diabetes,1,33028.74246515039
"and barber johnson rowe,",Obesity,1,21802.257222508164
"and barber schwartz carr,",Diabetes,1,9431.731690940776
"and barker, hill sellers",Diabetes,1,43916.591846198775
"and barnes cook klein,",Cancer,1,19111.35840936855
"and barnes hubbard dillon,",Cancer,2,26459.96182111256
"and barnes james williams,",Arthritis,1,46126.54441286364
"and barnes scott black,",Cancer,1,43172.27519237199
"and barnes stanley murray,",Diabetes,2,31842.07233309745
"and barnes thompson, lopez",Diabetes,1,3597.5065412946
"and barnes, deleon williams",Asthma,1,36415.01003625775
"and barnett bradley, henderson",Hypertension,1,15752.373896987823
"and barnett ferguson, palmer",Obesity,1,20858.71144638534
"and barnett sanders, williams",Diabetes,1,19979.86843636841
and barnett sons,Cancer,1,15900.18668027304
"and barnett, quinn stewart",Asthma,1,12964.98223991648
"and barr, bailey davis",Obesity,1,32266.3087117161
"and barrera allen burke,",Obesity,1,33377.79257685764
"and barrera anderson, dunn",Asthma,1,5418.129157941447
"and barrett beck, smith",Arthritis,1,38760.20751959124
"and barrett scott johnson,",Obesity,1,43985.08129941989
and barrett sons,Diabetes,1,12681.128552598631
"and barrett, crawford williams",Arthritis,1,21830.44716611577
"and barrett, johnson estes",Diabetes,1,31962.23254160496
"and barrett, johnson miller",Asthma,1,47042.1967549747
"and barrett, parks brown",Arthritis,1,30486.29183203385
"and barrett, russell phillips",Hypertension,1,3532.048936398097
"and barron williams castro,",Arthritis,1,26669.609950225207
"and barron, norton farmer",Arthritis,1,37124.76879904745
"and barry duran hall,",Cancer,1,20425.83195507352
"and barry smith, sexton",Arthritis,1,16204.975269490817
"and barry white, jones",Arthritis,2,41893.24514967672
"and bartlett keller wolfe,",Obesity,1,29100.65748100354
"and barton miller white,",Hypertension,1,18283.88111301617
and barton sons,Hypertension,2,29850.653197020634
"and barton, patterson burton",Asthma,1,7418.441635820098
"and bates meyer, hernandez",Obesity,1,44491.33193227366
"and bates smith wade,",Diabetes,1,23782.645429856548
"and bauer bowman, lutz",Cancer,1,24397.32076566228
"and bauer stevens li,",Asthma,1,8431.767213145182
"and bautista webb, wilson",Cancer,1,36352.47044842553
"and bautista, elliott reyes",Hypertension,1,44617.95093808936
"and bautista, johnson allen",Cancer,1,11763.466317800408
"and baxter johnson stanley,",Asthma,1,14245.217323846648
"and baxter, bradshaw stanton",Asthma,1,46210.07579298379
"and bean sanchez mills,",Diabetes,1,22222.11575443371
"and beard carlson, ortiz",Obesity,1,5059.559208852766
"and beard, sherman vasquez",Obesity,1,35799.42381345042
"and beasley, daniel johnson",Cancer,1,19004.3852127419
"and beasley, white sandoval",Hypertension,1,25471.60571048065
"and beck morgan, shaw",Obesity,1,18494.46340176962
"and beck peterson, perez",Asthma,1,44511.06780052341
"and beck reyes clarke,",Diabetes,1,1885.6864813231707
"and beck, scott leblanc",Cancer,1,11191.023729271768
"and becker baker owens,",Arthritis,1,34821.14342768103
"and becker holmes espinoza,",Hypertension,1,21060.099854079457
"and bell dawson, moore",Obesity,1,32905.16128968479
"and bell jones, montes",Arthritis,1,23560.63459190113
"and bell mcknight, davis",Arthritis,1,5326.399218514368
"and bell murphy, harrell",Asthma,1,45581.73512199032
"and bell perry, moore",Arthritis,1,20545.43256327621
"and bell roberts, walters",Asthma,1,2046.993948460546
"and bell sharp, meyer",Obesity,1,37060.43635682159
and bell sons,Obesity,1,39956.31364538655
"and bell, martin johnson",Arthritis,1,22841.06111210324
"and bell, richards burton",Arthritis,1,47272.69656867734
"and beltran lucas, lee",Arthritis,1,21522.49348801792
and beltran sons,Asthma,1,19358.56978786035
"and beltran, church arroyo",Arthritis,1,21376.70183345515
